"ID",NAME,TRADEDATE,OPEN,HIGH,LOW,CLOSE,VALUE,DURATION,YIELD
RTSI,Индекс РТС,2005-09-16,906.77,924.94,903.97,923.03,59795954,,
RTSI,Индекс РТС,2005-09-19,922.47,946.33,920.58,946.33,64609962,,
RTSI,Индекс РТС,2005-09-20,947.76,963.69,938.87,944.99,69802632,,
RTSI,Индекс РТС,2005-09-21,944.71,960.5,936.61,960.5,79645275,,
RTSI,Индекс РТС,2005-09-22,961.64,974.01,961.64,966.02,77757760,,
RTSI,Индекс РТС,2005-09-23,966.58,972.13,962.41,965.3,51333216,,
RTSI,Индекс РТС,2005-09-26,963.94,963.94,952.24,954.79,43430111,,
RTSI,Индекс РТС,2005-09-27,956.19,984.52,956.19,984.52,51517817,,
RTSI,Индекс РТС,2005-09-28,984.68,1000.49,984.68,988.28,50357757,,
RTSI,Индекс РТС,2005-09-29,989.56,999.1,989.56,991.13,45251665,,
RTSI,Индекс РТС,2005-09-30,991.24,1008.56,991.24,1007.76,37559056,,
RTSI,Индекс РТС,2005-10-03,1007.76,1038.93,1007.76,1038.76,61808602,,
RTSI,Индекс РТС,2005-10-04,1039.12,1052.73,1039.12,1045.02,66575013,,
RTSI,Индекс РТС,2005-10-05,1041.76,1041.76,1009.36,1009.64,74705911,,
RTSI,Индекс РТС,2005-10-06,1004.06,1004.06,951.89,954.57,89501886,,
RTSI,Индекс РТС,2005-10-07,954.89,957.15,943.03,949.12,42521593,,
RTSI,Индекс РТС,2005-10-10,949.76,971.99,949.76,970.29,22833022,,
RTSI,Индекс РТС,2005-10-11,970.27,994.88,968.95,994.88,57142933,,
RTSI,Индекс РТС,2005-10-12,995.22,1004.47,966.87,966.87,66771998,,
RTSI,Индекс РТС,2005-10-13,964.35,964.35,930.76,935.15,62968979,,
RTSI,Индекс РТС,2005-10-14,934.82,934.91,911.07,911.17,69966744,,
RTSI,Индекс РТС,2005-10-17,913.35,923.44,908.22,915.41,61551916,,
RTSI,Индекс РТС,2005-10-18,917.7,927.13,917.7,918.17,50136377,,
RTSI,Индекс РТС,2005-10-19,914.46,914.46,882.1,882.1,46787083,,
RTSI,Индекс РТС,2005-10-20,886.41,894.62,886.41,887.37,36270010,,
RTSI,Индекс РТС,2005-10-21,886.61,887.88,873.49,887.88,39953752,,
RTSI,Индекс РТС,2005-10-24,887.74,908.98,886.81,908.57,30848662,,
RTSI,Индекс РТС,2005-10-25,911.49,915.56,901.55,904.35,39528749,,
RTSI,Индекс РТС,2005-10-26,905.75,913.41,905.75,910.42,32594995,,
RTSI,Индекс РТС,2005-10-27,909.86,911.86,895.78,898.48,29583326,,
RTSI,Индекс РТС,2005-10-28,897.49,911.54,893.47,910.75,36948975,,
RTSI,Индекс РТС,2005-10-31,911.18,934.99,911.18,934.99,26175162,,
RTSI,Индекс РТС,2005-11-01,935.05,949.1,934.37,942.11,43871791,,
RTSI,Индекс РТС,2005-11-02,943.82,964.35,943.82,964.35,44953472,,
RTSI,Индекс РТС,2005-11-03,965.28,974.02,965.28,972.43,29168354,,
RTSI,Индекс РТС,2005-11-07,972.38,973.49,960.39,971.64,28385709,,
RTSI,Индекс РТС,2005-11-08,969.21,971.68,963.74,971.21,23059122,,
RTSI,Индекс РТС,2005-11-09,972.11,985.28,971.17,980.29,35969145,,
RTSI,Индекс РТС,2005-11-10,980.51,981.95,971.45,972.23,30132283,,
RTSI,Индекс РТС,2005-11-11,970.92,970.92,963.13,969.58,45097617,,
RTSI,Индекс РТС,2005-11-14,969.86,988.97,969.86,988.97,44974626,,
RTSI,Индекс РТС,2005-11-15,989.27,997.79,989.15,991.22,60457703,,
RTSI,Индекс РТС,2005-11-16,991.08,991.7,983.66,989.72,34336943,,
RTSI,Индекс РТС,2005-11-17,990.5,1017.43,990.5,1014.37,59928688,,
RTSI,Индекс РТС,2005-11-18,1013.39,1017.88,1011.12,1013.92,27968795,,
RTSI,Индекс РТС,2005-11-21,1014.2,1029.3,1014.2,1020.98,26934281,,
RTSI,Индекс РТС,2005-11-22,1021.69,1025.89,1012.61,1014.76,26663450,,
RTSI,Индекс РТС,2005-11-23,1015.54,1019.46,1015.54,1017.15,27490138,,
RTSI,Индекс РТС,2005-11-24,1016.86,1029.46,1016.78,1029.46,36737456,,
RTSI,Индекс РТС,2005-11-25,1029.75,1034.52,1026.3,1034.52,39254081,,
RTSI,Индекс РТС,2005-11-28,1035.39,1048.81,1035.39,1039.8,45494433,,
RTSI,Индекс РТС,2005-11-29,1038.95,1038.95,1028.23,1034.91,40568353,,
RTSI,Индекс РТС,2005-11-30,1034.85,1039.04,1030.22,1037.26,26600564,,
RTSI,Индекс РТС,2005-12-01,1038.4,1059.28,1038.4,1058.93,53551985,,
RTSI,Индекс РТС,2005-12-02,1060.07,1079.89,1060.07,1073.16,77044370,,
RTSI,Индекс РТС,2005-12-05,1073.31,1084.36,1073.31,1076.02,41998555,,
RTSI,Индекс РТС,2005-12-06,1076.7,1077.75,1069.72,1072.34,27089689,,
RTSI,Индекс РТС,2005-12-07,1072.18,1085.06,1072.17,1083.18,38089741,,
RTSI,Индекс РТС,2005-12-08,1082.13,1082.13,1068.61,1079.48,27841910,,
RTSI,Индекс РТС,2005-12-09,1080.75,1086.98,1079.76,1082.4,32898329,,
RTSI,Индекс РТС,2005-12-12,1082.53,1095.75,1082.53,1095.75,43074709,,
RTSI,Индекс РТС,2005-12-13,1095.58,1096.47,1093.12,1094.03,14083599,,
RTSI,Индекс РТС,2005-12-14,1093.97,1106.28,1092.22,1105.67,40332668,,
RTSI,Индекс РТС,2005-12-15,1103.49,1108.51,1100.61,1101.12,31040434,,
RTSI,Индекс РТС,2005-12-16,1100.76,1101.61,1098.3,1099.36,27176130,,
RTSI,Индекс РТС,2005-12-19,1098.29,1103.99,1097.66,1103.84,16073852,,
RTSI,Индекс РТС,2005-12-20,1101.84,1101.84,1098.45,1100.78,12902977,,
RTSI,Индекс РТС,2005-12-21,1100.91,1105.37,1100.32,1105.27,15067560,,
RTSI,Индекс РТС,2005-12-22,1105.68,1129.02,1105.68,1128.51,50504427,,
RTSI,Индекс РТС,2005-12-23,1128.06,1139.04,1126.09,1126.09,50052620,,
RTSI,Индекс РТС,2005-12-26,1126.29,1128.82,1126.1,1127.28,8884215,,
RTSI,Индекс РТС,2005-12-27,1126.77,1128.17,1123.91,1123.91,6173100,,
RTSI,Индекс РТС,2005-12-28,1123.94,1123.94,1114.73,1115.92,19291682,,
RTSI,Индекс РТС,2005-12-29,1115.98,1124.82,1115.98,1122.21,36081821,,
RTSI,Индекс РТС,2005-12-30,1121.86,1125.95,1121.84,1125.6,14739681,,
RTSI,Индекс РТС,2006-01-10,1128.2,1192.9,1128.2,1190.34,86113972,,
RTSI,Индекс РТС,2006-01-11,1190.04,1216.92,1188.86,1216.66,74906270,,
RTSI,Индекс РТС,2006-01-12,1216.96,1261.42,1216.96,1255.92,106486923,,
RTSI,Индекс РТС,2006-01-13,1255.65,1261.57,1234.1,1239.76,72441211,,
RTSI,Индекс РТС,2006-01-16,1240.05,1277.26,1240.05,1276.9,60834736,,
RTSI,Индекс РТС,2006-01-17,1277.79,1292.3,1246.61,1253.58,53081041,,
RTSI,Индекс РТС,2006-01-18,1252.91,1252.91,1219.79,1235.01,48740995,,
RTSI,Индекс РТС,2006-01-19,1233.01,1278.28,1225.66,1278.28,76640542,,
RTSI,Индекс РТС,2006-01-20,1278.93,1305.96,1278.93,1304.53,100057149,,
RTSI,Индекс РТС,2006-01-23,1304.28,1305.82,1287.71,1295.39,34808864,,
RTSI,Индекс РТС,2006-01-24,1296.2,1308.05,1296.2,1307.05,42668295,,
RTSI,Индекс РТС,2006-01-25,1307.05,1325.82,1307.05,1324.65,52987583,,
RTSI,Индекс РТС,2006-01-26,1324.37,1340.33,1323.01,1337.82,69878000,,
