"ID",NAME,TRADEDATE,OPEN,HIGH,LOW,CLOSE,VALUE,DURATION,YIELD
RTSI,Индекс РТС,2002-02-14,289.93,295.48,289.89,294.83,17097636,,
RTSI,Индекс РТС,2002-02-15,293.95,295.72,293.55,293.55,7244874,,
RTSI,Индекс РТС,2002-02-18,291.99,291.99,289.25,290.98,9473657,,
RTSI,Индекс РТС,2002-02-19,290.87,292.08,288.86,288.86,10431072,,
RTSI,Индекс РТС,2002-02-20,285.81,285.81,280.12,282.56,12947361,,
RTSI,Индекс РТС,2002-02-21,287.15,288.97,286.68,288.97,13065421,,
RTSI,Индекс РТС,2002-02-22,289.34,295.97,289.34,295.35,14244207,,
RTSI,Индекс РТС,2002-02-26,297.15,301.32,294.33,294.33,15372478,,
RTSI,Индекс РТС,2002-02-27,294.82,294.82,290.21,291.64,10044526,,
RTSI,Индекс РТС,2002-02-28,292.53,292.53,288.72,290.75,13595210,,
RTSI,Индекс РТС,2002-03-01,295.31,305.47,295.31,305.47,27733536,,
RTSI,Индекс РТС,2002-03-04,321.55,324.43,318.35,319.05,29549111,,
RTSI,Индекс РТС,2002-03-05,318.69,320.53,315.41,319.86,16040014,,
RTSI,Индекс РТС,2002-03-06,317.42,319.3,316.67,319.3,17085624,,
RTSI,Индекс РТС,2002-03-07,321.01,331.41,321.01,331.41,19358288,,
RTSI,Индекс РТС,2002-03-11,331.25,331.25,319.49,319.49,24545731,,
RTSI,Индекс РТС,2002-03-12,319.15,321.48,316.81,316.84,24217922,,
RTSI,Индекс РТС,2002-03-13,323.02,323.72,322.67,322.79,19245886,,
RTSI,Индекс РТС,2002-03-14,323.82,332.24,323.65,332.24,16185317,,
RTSI,Индекс РТС,2002-03-15,337.99,340.26,337.98,340.26,28884161,,
RTSI,Индекс РТС,2002-03-18,344.12,348.98,344.12,348.44,32749487,,
RTSI,Индекс РТС,2002-03-19,347.15,350.99,345.86,349.73,18382233,,
RTSI,Индекс РТС,2002-03-20,347.23,347.23,340.79,340.79,13318723,,
RTSI,Индекс РТС,2002-03-21,339.44,345.65,339.44,345.58,17124792,,
RTSI,Индекс РТС,2002-03-22,345.96,348.5,345.96,347.55,18139550,,
RTSI,Индекс РТС,2002-03-25,348.18,348.18,338.74,338.74,18693522,,
RTSI,Индекс РТС,2002-03-26,334.7,335.24,333.26,334.24,19610417,,
RTSI,Индекс РТС,2002-03-27,338.34,341.41,338.22,339.37,23365350,,
RTSI,Индекс РТС,2002-03-28,343.01,349.16,343.01,349.16,24877766,,
